x1,x2,x3,x4,x5,y
1250.0,0.0,0.2286,71.3,0.00214345,0.0
1600.0,0.0,0.2286,71.3,0.00214345,0.0
2000.0,0.0,0.2286,71.3,0.00214345,0.0
2500.0,0.0,0.2286,71.3,0.00214345,0.0
3150.0,0.0,0.2286,71.3,0.00214345,0.0
4000.0,0.0,0.2286,71.3,0.00214345,1.0
5000.0,0.0,0.2286,71.3,0.00214345,1.0
6300.0,0.0,0.2286,71.3,0.00214345,1.0
8000.0,0.0,0.2286,71.3,0.00214345,1.0
10000.0,0.0,0.2286,71.3,0.00214345,1.0
12500.0,0.0,0.2286,71.3,0.00214345,1.0
16000.0,0.0,0.2286,71.3,0.00214345,1.0
20000.0,0.0,0.2286,71.3,0.00214345,1.0
315.0,0.0,0.2286,55.5,0.00229336,1.0
400.0,0.0,0.2286,55.5,0.00229336,1.0
500.0,0.0,0.2286,55.5,0.00229336,1.0
630.0,0.0,0.2286,55.5,0.00229336,0.0
800.0,0.0,0.2286,55.5,0.00229336,0.0
1000.0,0.0,0.2286,55.5,0.00229336,0.0
1250.0,0.0,0.2286,55.5,0.00229336,0.0
1600.0,0.0,0.2286,55.5,0.00229336,0.0
2000.0,0.0,0.2286,55.5,0.00229336,0.0
2500.0,0.0,0.2286,55.5,0.00229336,0.0
3150.0,0.0,0.2286,55.5,0.00229336,1.0
4000.0,0.0,0.2286,55.5,0.00229336,1.0
5000.0,0.0,0.2286,55.5,0.00229336,1.0
6300.0,0.0,0.2286,55.5,0.00229336,1.0
315.0,0.0,0.2286,39.6,0.00253511,1.0
400.0,0.0,0.2286,39.6,0.00253511,1.0
500.0,0.0,0.2286,39.6,0.00253511,0.0
630.0,0.0,0.2286,39.6,0.00253511,0.0
800.0,0.0,0.2286,39.6,0.00253511,0.0
1000.0,0.0,0.2286,39.6,0.00253511,0.0
1250.0,0.0,0.2286,39.6,0.00253511,0.0
1600.0,0.0,0.2286,39.6,0.00253511,0.0
2000.0,0.0,0.2286,39.6,0.00253511,1.0
2500.0,0.0,0.2286,39.6,0.00253511,1.0
3150.0,0.0,0.2286,39.6,0.00253511,1.0
4000.0,0.0,0.2286,39.6,0.00253511,1.0
5000.0,0.0,0.2286,39.6,0.00253511,1.0
6300.0,0.0,0.2286,39.6,0.00253511,1.0
315.0,0.0,0.2286,31.7,0.0027238,1.0
400.0,0.0,0.2286,31.7,0.0027238,1.0
500.0,0.0,0.2286,31.7,0.0027238,0.0
630.0,0.0,0.2286,31.7,0.0027238,0.0
800.0,0.0,0.2286,31.7,0.0027238,0.0
1000.0,0.0,0.2286,31.7,0.0027238,0.0
1250.0,0.0,0.2286,31.7,0.0027238,0.0
1600.0,0.0,0.2286,31.7,0.0027238,1.0
2000.0,0.0,0.2286,31.7,0.0027238,1.0
2500.0,0.0,0.2286,31.7,0.0027238,1.0
3150.0,0.0,0.2286,31.7,0.0027238,1.0
4000.0,0.0,0.2286,31.7,0.0027238,1.0
5000.0,0.0,0.2286,31.7,0.0027238,1.0
6300.0,0.0,0.2286,31.7,0.0027238,1.0
400.0,2.0,0.2286,71.3,0.00293031,1.0
500.0,2.0,0.2286,71.3,0.00293031,0.0
630.0,2.0,0.2286,71.3,0.00293031,0.0
800.0,2.0,0.2286,71.3,0.00293031,0.0
1000.0,2.0,0.2286,71.3,0.00293031,0.0
1250.0,2.0,0.2286,71.3,0.00293031,0.0
1600.0,2.0,0.2286,71.3,0.00293031,0.0
2000.0,2.0,0.2286,71.3,0.00293031,0.0
2500.0,2.0,0.2286,71.3,0.00293031,0.0
3150.0,2.0,0.2286,71.3,0.00293031,0.0
4000.0,2.0,0.2286,71.3,0.00293031,1.0
5000.0,2.0,0.2286,71.3,0.00293031,1.0
6300.0,2.0,0.2286,71.3,0.00293031,1.0
8000.0,2.0,0.2286,71.3,0.00293031,1.0
10000.0,2.0,0.2286,71.3,0.00293031,1.0
400.0,2.0,0.2286,55.5,0.00313525,1.0
500.0,2.0,0.2286,55.5,0.00313525,1.0
630.0,2.0,0.2286,55.5,0.00313525,0.0
800.0,2.0,0.2286,55.5,0.00313525,0.0
1000.0,2.0,0.2286,55.5,0.00313525,0.0
1250.0,2.0,0.2286,55.5,0.00313525,0.0
1600.0,2.0,0.2286,55.5,0.00313525,0.0
2000.0,2.0,0.2286,55.5,0.00313525,1.0
2500.0,2.0,0.2286,55.5,0.00313525,1.0
3150.0,2.0,0.2286,55.5,0.00313525,1.0
4000.0,2.0,0.2286,55.5,0.00313525,1.0
5000.0,2.0,0.2286,55.5,0.00313525,1.0
6300.0,2.0,0.2286,55.5,0.00313525,1.0
315.0,2.0,0.2286,39.6,0.00346574,1.0
400.0,2.0,0.2286,39.6,0.00346574,1.0
500.0,2.0,0.2286,39.6,0.00346574,1.0
630.0,2.0,0.2286,39.6,0.00346574,0.0
800.0,2.0,0.2286,39.6,0.00346574,0.0
1000.0,2.0,0.2286,39.6,0.00346574,0.0
1250.0,2.0,0.2286,39.6,0.00346574,0.0
1600.0,2.0,0.2286,39.6,0.00346574,1.0
2000.0,2.0,0.2286,39.6,0.00346574,1.0
2500.0,2.0,0.2286,39.6,0.00346574,1.0
3150.0,2.0,0.2286,39.6,0.00346574,1.0
4000.0,2.0,0.2286,39.6,0.00346574,1.0
5000.0,2.0,0.2286,39.6,0.00346574,1.0
6300.0,2.0,0.2286,39.6,0.00346574,1.0
315.0,2.0,0.2286,31.7,0.00372371,1.0
400.0,2.0,0.2286,31.7,0.00372371,1.0
500.0,2.0,0.2286,31.7,0.00372371,0.0
630.0,2.0,0.2286,31.7,0.00372371,0.0
800.0,2.0,0.2286,31.7,0.00372371,0.0
1000.0,2.0,0.2286,31.7,0.00372371,0.0
1250.0,2.0,0.2286,31.7,0.00372371,0.0
1600.0,2.0,0.2286,31.7,0.00372371,1.0
2000.0,2.0,0.2286,31.7,0.00372371,1.0
2500.0,2.0,0.2286,31.7,0.00372371,1.0
3150.0,2.0,0.2286,31.7,0.00372371,1.0
4000.0,2.0,0.2286,31.7,0.00372371,1.0
5000.0,2.0,0.2286,31.7,0.00372371,1.0
6300.0,2.0,0.2286,31.7,0.00372371,1.0
500.0,4.0,0.2286,71.3,0.00400603,0.0
630.0,4.0,0.2286,71.3,0.00400603,0.0
800.0,4.0,0.2286,71.3,0.00400603,0.0
1000.0,4.0,0.2286,71.3,0.00400603,0.0
1250.0,4.0,0.2286,71.3,0.00400603,0.0
1600.0,4.0,0.2286,71.3,0.00400603,0.0
2000.0,4.0,0.2286,71.3,0.00400603,0.0
2500.0,4.0,0.2286,71.3,0.00400603,1.0
3150.0,4.0,0.2286,71.3,0.00400603,1.0
4000.0,4.0,0.2286,71.3,0.00400603,1.0
5000.0,4.0,0.2286,71.3,0.00400603,1.0
6300.0,4.0,0.2286,71.3,0.00400603,1.0
8000.0,4.0,0.2286,71.3,0.00400603,1.0
10000.0,4.0,0.2286,71.3,0.00400603,1.0
12500.0,4.0,0.2286,71.3,0.00400603,1.0
16000.0,4.0,0.2286,71.3,0.00400603,1.0
20000.0,4.0,0.2286,71.3,0.00400603,1.0
400.0,4.0,0.2286,55.5,0.0042862,1.0
500.0,4.0,0.2286,55.5,0.0042862,0.0
630.0,4.0,0.2286,55.5,0.0042862,0.0
800.0,4.0,0.2286,55.5,0.0042862,0.0
1000.0,4.0,0.2286,55.5,0.0042862,0.0
1250.0,4.0,0.2286,55.5,0.0042862,0.0
1600.0,4.0,0.2286,55.5,0.0042862,0.0
2000.0,4.0,0.2286,55.5,0.0042862,1.0
2500.0,4.0,0.2286,55.5,0.0042862,1.0
3150.0,4.0,0.2286,55.5,0.0042862,1.0
4000.0,4.0,0.2286,55.5,0.0042862,1.0
5000.0,4.0,0.2286,55.5,0.0042862,1.0
6300.0,4.0,0.2286,55.5,0.0042862,1.0
8000.0,4.0,0.2286,55.5,0.0042862,1.0
315.0,4.0,0.2286,39.6,0.00473801,1.0
400.0,4.0,0.2286,39.6,0.00473801,1.0
500.0,4.0,0.2286,39.6,0.00473801,0.0
630.0,4.0,0.2286,39.6,0.00473801,0.0
800.0,4.0,0.2286,39.6,0.00473801,0.0
1000.0,4.0,0.2286,39.6,0.00473801,0.0
1250.0,4.0,0.2286,39.6,0.00473801,0.0
1600.0,4.0,0.2286,39.6,0.00473801,1.0
2000.0,4.0,0.2286,39.6,0.00473801,1.0
2500.0,4.0,0.2286,39.6,0.00473801,1.0
3150.0,4.0,0.2286,39.6,0.00473801,1.0
4000.0,4.0,0.2286,39.6,0.00473801,1.0
5000.0,4.0,0.2286,39.6,0.00473801,1.0
6300.0,4.0,0.2286,39.6,0.00473801,1.0
8000.0,4.0,0.2286,39.6,0.00473801,1.0
250.0,4.0,0.2286,31.7,0.00509068,1.0
315.0,4.0,0.2286,31.7,0.00509068,1.0
400.0,4.0,0.2286,31.7,0.00509068,0.0
500.0,4.0,0.2286,31.7,0.00509068,0.0
630.0,4.0,0.2286,31.7,0.00509068,0.0
800.0,4.0,0.2286,31.7,0.00509068,0.0
1000.0,4.0,0.2286,31.7,0.00509068,0.0
1250.0,4.0,0.2286,31.7,0.00509068,0.0
1600.0,4.0,0.2286,31.7,0.00509068,1.0
2000.0,4.0,0.2286,31.7,0.00509068,1.0
2500.0,4.0,0.2286,31.7,0.00509068,1.0
3150.0,4.0,0.2286,31.7,0.00509068,1.0
4000.0,4.0,0.2286,31.7,0.00509068,1.0
5000.0,4.0,0.2286,31.7,0.00509068,1.0
6300.0,4.0,0.2286,31.7,0.00509068,1.0
400.0,5.3,0.2286,71.3,0.0051942,0.0
500.0,5.3,0.2286,71.3,0.0051942,0.0
630.0,5.3,0.2286,71.3,0.0051942,0.0
800.0,5.3,0.2286,71.3,0.0051942,0.0
1000.0,5.3,0.2286,71.3,0.0051942,0.0
1250.0,5.3,0.2286,71.3,0.0051942,0.0
1600.0,5.3,0.2286,71.3,0.0051942,0.0
2000.0,5.3,0.2286,71.3,0.0051942,1.0
2500.0,5.3,0.2286,71.3,0.0051942,1.0
3150.0,5.3,0.2286,71.3,0.0051942,1.0
4000.0,5.3,0.2286,71.3,0.0051942,1.0
5000.0,5.3,0.2286,71.3,0.0051942,1.0
6300.0,5.3,0.2286,71.3,0.0051942,1.0
8000.0,5.3,0.2286,71.3,0.0051942,1.0
10000.0,5.3,0.2286,71.3,0.0051942,1.0
250.0,5.3,0.2286,39.6,0.00614329,0.0
315.0,5.3,0.2286,39.6,0.00614329,0.0
400.0,5.3,0.2286,39.6,0.00614329,0.0
500.0,5.3,0.2286,39.6,0.00614329,0.0
630.0,5.3,0.2286,39.6,0.00614329,0.0
800.0,5.3,0.2286,39.6,0.00614329,0.0
1000.0,5.3,0.2286,39.6,0.00614329,1.0
1250.0,5.3,0.2286,39.6,0.00614329,1.0
1600.0,5.3,0.2286,39.6,0.00614329,1.0
2000.0,5.3,0.2286,39.6,0.00614329,1.0
2500.0,5.3,0.2286,39.6,0.00614329,1.0
3150.0,5.3,0.2286,39.6,0.00614329,1.0
4000.0,5.3,0.2286,39.6,0.00614329,1.0
5000.0,5.3,0.2286,39.6,0.00614329,1.0
6300.0,5.3,0.2286,39.6,0.00614329,1.0
200.0,7.3,0.2286,71.3,0.0104404,0.0
250.0,7.3,0.2286,71.3,0.0104404,0.0
315.0,7.3,0.2286,71.3,0.0104404,0.0
400.0,7.3,0.2286,71.3,0.0104404,0.0
500.0,7.3,0.2286,71.3,0.0104404,0.0
630.0,7.3,0.2286,71.3,0.0104404,0.0
800.0,7.3,0.2286,71.3,0.0104404,0.0
1000.0,7.3,0.2286,71.3,0.0104404,0.0
1250.0,7.3,0.2286,71.3,0.0104404,0.0
1600.0,7.3,0.2286,71.3,0.0104404,1.0
2000.0,7.3,0.2286,71.3,0.0104404,1.0
2500.0,7.3,0.2286,71.3,0.0104404,1.0
3150.0,7.3,0.2286,71.3,0.0104404,1.0
4000.0,7.3,0.2286,71.3,0.0104404,1.0
5000.0,7.3,0.2286,71.3,0.0104404,1.0
6300.0,7.3,0.2286,71.3,0.0104404,1.0
200.0,7.3,0.2286,55.5,0.0111706,0.0
250.0,7.3,0.2286,55.5,0.0111706,0.0
315.0,7.3,0.2286,55.5,0.0111706,0.0
400.0,7.3,0.2286,55.5,0.0111706,0.0
500.0,7.3,0.2286,55.5,0.0111706,0.0
630.0,7.3,0.2286,55.5,0.0111706,0.0
800.0,7.3,0.2286,55.5,0.0111706,0.0
1000.0,7.3,0.2286,55.5,0.0111706,1.0
1250.0,7.3,0.2286,55.5,0.0111706,1.0
1600.0,7.3,0.2286,55.5,0.0111706,1.0
2000.0,7.3,0.2286,55.5,0.0111706,1.0
2500.0,7.3,0.2286,55.5,0.0111706,1.0
3150.0,7.3,0.2286,55.5,0.0111706,1.0
4000.0,7.3,0.2286,55.5,0.0111706,1.0
5000.0,7.3,0.2286,55.5,0.0111706,1.0
6300.0,7.3,0.2286,55.5,0.0111706,1.0
200.0,7.3,0.2286,39.6,0.0123481,0.0
250.0,7.3,0.2286,39.6,0.0123481,0.0
315.0,7.3,0.2286,39.6,0.0123481,0.0
400.0,7.3,0.2286,39.6,0.0123481,0.0
500.0,7.3,0.2286,39.6,0.0123481,0.0
630.0,7.3,0.2286,39.6,0.0123481,0.0
800.0,7.3,0.2286,39.6,0.0123481,0.0
1000.0,7.3,0.2286,39.6,0.0123481,1.0
1250.0,7.3,0.2286,39.6,0.0123481,1.0
1600.0,7.3,0.2286,39.6,0.0123481,1.0
2000.0,7.3,0.2286,39.6,0.0123481,1.0
2500.0,7.3,0.2286,39.6,0.0123481,1.0
3150.0,7.3,0.2286,39.6,0.0123481,1.0
4000.0,7.3,0.2286,39.6,0.0123481,1.0
5000.0,7.3,0.2286,39.6,0.0123481,1.0
6300.0,7.3,0.2286,39.6,0.0123481,1.0
200.0,7.3,0.2286,31.7,0.0132672,0.0
250.0,7.3,0.2286,31.7,0.0132672,0.0
315.0,7.3,0.2286,31.7,0.0132672,0.0
400.0,7.3,0.2286,31.7,0.0132672,0.0
500.0,7.3,0.2286,31.7,0.0132672,0.0
630.0,7.3,0.2286,31.7,0.0132672,0.0
800.0,7.3,0.2286,31.7,0.0132672,1.0
1000.0,7.3,0.2286,31.7,0.0132672,1.0
1250.0,7.3,0.2286,31.7,0.0132672,1.0
1600.0,7.3,0.2286,31.7,0.0132672,1.0
2000.0,7.3,0.2286,31.7,0.0132672,1.0
2500.0,7.3,0.2286,31.7,0.0132672,1.0
3150.0,7.3,0.2286,31.7,0.0132672,1.0
4000.0,7.3,0.2286,31.7,0.0132672,1.0
5000.0,7.3,0.2286,31.7,0.0132672,1.0
6300.0,7.3,0.2286,31.7,0.0132672,1.0
800.0,0.0,0.1524,71.3,0.0015988,1.0
1000.0,0.0,0.1524,71.3,0.0015988,0.0
1250.0,0.0,0.1524,71.3,0.0015988,0.0
1600.0,0.0,0.1524,71.3,0.0015988,0.0
2000.0,0.0,0.1524,71.3,0.0015988,0.0
2500.0,0.0,0.1524,71.3,0.0015988,0.0
3150.0,0.0,0.1524,71.3,0.0015988,0.0
4000.0,0.0,0.1524,71.3,0.0015988,0.0
5000.0,0.0,0.1524,71.3,0.0015988,0.0
6300.0,0.0,0.1524,71.3,0.0015988,1.0
8000.0,0.0,0.1524,71.3,0.0015988,1.0
10000.0,0.0,0.1524,71.3,0.0015988,1.0
12500.0,0.0,0.1524,71.3,0.0015988,1.0
16000.0,0.0,0.1524,71.3,0.0015988,1.0
500.0,0.0,0.1524,55.5,0.00172668,1.0
630.0,0.0,0.1524,55.5,0.00172668,1.0
800.0,0.0,0.1524,55.5,0.00172668,0.0
1000.0,0.0,0.1524,55.5,0.00172668,0.0
1250.0,0.0,0.1524,55.5,0.00172668,0.0
1600.0,0.0,0.1524,55.5,0.00172668,0.0
2000.0,0.0,0.1524,55.5,0.00172668,0.0
2500.0,0.0,0.1524,55.5,0.00172668,0.0
3150.0,0.0,0.1524,55.5,0.00172668,0.0
4000.0,0.0,0.1524,55.5,0.00172668,0.0
5000.0,0.0,0.1524,55.5,0.00172668,1.0
6300.0,0.0,0.1524,55.5,0.00172668,1.0
8000.0,0.0,0.1524,55.5,0.00172668,1.0
10000.0,0.0,0.1524,55.5,0.00172668,1.0
12500.0,0.0,0.1524,55.5,0.00172668,1.0
16000.0,0.0,0.1524,55.5,0.00172668,1.0
500.0,0.0,0.1524,39.6,0.00193287,1.0
630.0,0.0,0.1524,39.6,0.00193287,1.0
800.0,0.0,0.1524,39.6,0.00193287,0.0
1000.0,0.0,0.1524,39.6,0.00193287,0.0
1250.0,0.0,0.1524,39.6,0.00193287,0.0
1600.0,0.0,0.1524,39.6,0.00193287,0.0
2000.0,0.0,0.1524,39.6,0.00193287,0.0
2500.0,0.0,0.1524,39.6,0.00193287,0.0
3150.0,0.0,0.1524,39.6,0.00193287,1.0
4000.0,0.0,0.1524,39.6,0.00193287,1.0
5000.0,0.0,0.1524,39.6,0.00193287,1.0
6300.0,0.0,0.1524,39.6,0.00193287,1.0
8000.0,0.0,0.1524,39.6,0.00193287,1.0
10000.0,0.0,0.1524,39.6,0.00193287,1.0
500.0,0.0,0.1524,31.7,0.00209405,1.0
630.0,0.0,0.1524,31.7,0.00209405,1.0
800.0,0.0,0.1524,31.7,0.00209405,0.0
1000.0,0.0,0.1524,31.7,0.00209405,0.0
1250.0,0.0,0.1524,31.7,0.00209405,0.0
1600.0,0.0,0.1524,31.7,0.00209405,0.0
